pontoId,lat,lon,lat_pred,lon_pred,erro_loc
1639,-8.069473,-34.897377,-8.072280980091746,-34.896711236029596,319.104286355
1514,-8.069796,-34.897827,-8.0726753897705,-34.89617421277955,366.876681157
637,-8.073983,-34.900448,-8.071852011718509,-34.898834961232026,295.221459294
581,-8.074279,-34.890247,-8.072492044112703,-34.893067085934966,368.34647182
513,-8.074666,-34.890381,-8.071112993678023,-34.89360042140356,529.463709027
2518,-8.065325,-34.886417,-8.068656686033812,-34.8920350609826,720.586113153
2192,-8.067104,-34.892494,-8.065756221197029,-34.89489417468053,303.662129416
1297,-8.07056,-34.893028,-8.071751903167076,-34.892866229833686,133.020432098
960,-8.072458,-34.892948,-8.074174341944316,-34.89397883207765,221.228162224
1160,-8.071154,-34.892006,-8.06937543358456,-34.88837165559149,446.281082093
1908,-8.068729,-34.89735,-8.069622079152227,-34.89768136996479,105.308212317
542,-8.074497,-34.890209,-8.072586425010032,-34.892646505666136,341.807498978
932,-8.072514,-34.896736,-8.072840561037536,-34.89610770390181,78.1049730296
1422,-8.070037,-34.890018,-8.070597829634284,-34.89047437990836,79.8604058008
2017,-8.068487,-34.890724,-8.065792050350131,-34.88950811148433,326.796868932
2516,-8.065353,-34.893871,-8.066692263951314,-34.89443651335973,160.699396426
202,-8.076425,-34.899723,-8.069958827010847,-34.89489312077217,891.532726456
2239,-8.066875,-34.896301,-8.07015869771304,-34.89723101478543,377.354974737
398,-8.075474,-34.892975,-8.069695362592546,-34.89589628559633,715.62796488
811,-8.072913,-34.896629,-8.073726384971849,-34.894818065529115,218.941721827
1555,-8.069679,-34.900742,-8.069145044164154,-34.89768376250815,342.226412458
102,-8.077082,-34.899487,-8.07195874748039,-34.89906496246965,568.518534276
1209,-8.070829,-34.891758,-8.072058821811387,-34.89228586777087,147.935922748
1976,-8.068582,-34.896538,-8.071951692466612,-34.89741270899079,384.94466777
1950,-8.068634,-34.891079,-8.067557237384168,-34.89348314289514,290.524600259
2087,-8.068058,-34.890469,-8.067512777523296,-34.89063388124637,62.9787744367
1634,-8.069486,-34.895134,-8.071276798616596,-34.89481073736862,201.235086681
2133,-8.067716,-34.896721,-8.071090062456197,-34.8986630294336,430.195944955
1439,-8.069996,-34.896065,-8.073289021494443,-34.8960835636512,364.201313324
